hh,sex,age,lga,edu,mrt_status,fmly_size,m_income,cfuel,ipollut,rbiomass,dailycook,avl_lpg,aff_lpg,Electricity,hrs_elect,aff_elct,exp_elct,source_light,exp_lpg,exp_nonlpg,aff_solide,hh_appl,edu_appl,c_appl,occupation,hh_exp,housing,wall,floor,rooms,bank,bank_acct,b_facility,road,raod_dist,schl,type_sch,dst_sch,sch_days,sch_drpout,chld_labor,h_facility,dist_hfacility,illiness,waterborne,resp_disease,eye_disease,child_death,maternalcare,square_meal,health_ins,rooms_per_person,people_per_room
84.0,1,5.0,4,4,1,5,3,4,1,2.0,2.0,1,5,1.0,6.0,2.0,2000.0,2.0,0.0,4500.0,2,1,1,1,2,45000.0,1.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0,1,1,2.0,0.5,5,2,0.0,1.0,0.5,3.0,3,0.0,0,1,2.0,3.0,2.0,0.6666666666666666,1.0
84.0,1,3.0,4,5,4,4,2,6,1,2.0,3.0,1,2,1.0,2.0,2.0,3000.0,2.0,7000.0,0.0,2,1,1,1,1,60000.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,1.0,1,1,1.0,1.0,5,2,0.0,1.0,0.5,2.0,0,0.0,0,0,2.0,3.0,1.0,0.8,0.8
84.0,1,4.0,4,4,4,3,1,4,2,2.0,1.0,1,4,2.0,0.0,2.0,0.0,2.0,0.0,0.0,3,2,2,1,6,25000.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1,1,2.0,0.5,4,2,0.0,1.0,0.5,2.0,2,1.0,1,1,1.0,2.0,2.0,0.25,1.5
84.0,1,3.0,4,4,1,11,2,4,2,2.0,2.0,1,4,1.0,8.0,2.0,2000.0,2.0,0.0,4000.0,3,2,2,1,6,40000.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2,1,2.0,0.5,5,2,0.0,1.0,0.5,6.0,5,0.0,4,2,1.0,3.0,2.0,0.25,2.75
84.0,1,4.0,4,5,4,10,7,6,1,2.0,3.0,1,2,1.0,6.0,2.0,5000.0,2.0,10000.0,0.0,2,1,1,1,2,200000.0,3.0,3.0,2.0,5.0,1.0,1.0,2.0,1.0,2,1,1.0,0.5,5,2,0.0,1.0,1.0,5.0,0,0.0,0,0,2.0,3.0,1.0,0.45454545454545453,1.6666666666666667
84.0,1,6.0,4,1,1,8,2,3,1,2.0,2.0,1,5,2.0,0.0,2.0,0.0,2.0,0.0,3500.0,2,2,1,1,6,40000.0,2.0,3.0,1.0,4.0,2.0,2.0,2.0,1.0,3,1,3.0,0.5,5,1,0.0,1.0,1.0,6.0,5,1.0,3,2,1.0,2.0,2.0,0.4444444444444444,1.6
84.0,1,6.0,4,4,1,9,2,4,2,2.0,2.0,1,5,1.0,12.0,2.0,2000.0,2.0,0.0,4000.0,2,1,1,1,6,50000.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,2,1,3.0,0.5,5,2,0.0,1.0,1.0,4.0,4,0.0,2,1,1.0,3.0,2.0,0.3,2.25
84.0,2,6.0,4,1,4,5,7,4,1,2.0,3.0,1,5,1.0,8.0,2.0,3000.0,2.0,0.0,3500.0,2,1,1,2,4,100000.0,2.0,3.0,2.0,6.0,1.0,2.0,2.0,1.0,1,1,4.0,0.5,4,2,0.0,1.0,0.2,5.0,5,0.0,0,0,2.0,3.0,2.0,1.0,0.7142857142857143
84.0,1,5.0,4,5,4,7,7,6,1,2.0,3.0,1,2,1.0,10.0,2.0,4000.0,2.0,8000.0,1000.0,2,1,1,1,2,200000.0,2.0,3.0,3.0,6.0,1.0,1.0,2.0,1.0,2,1,2.0,4.0,5,2,0.0,1.0,0.5,3.0,0,0.0,0,0,2.0,3.0,2.0,0.75,1.0
84.0,1,5.0,4,1,1,8,3,3,2,2.0,2.0,1,5,1.0,10.0,2.0,2000.0,2.0,0.0,3500.0,2,2,1,1,6,60000.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2,1,2.0,0.5,5,1,0.0,1.0,15.0,5.0,4,1.0,3,2,1.0,3.0,2.0,0.2222222222222222,2.6666666666666665
84.0,1,3.0,4,4,4,5,3,4,2,2.0,2.0,1,5,1.0,12.0,2.0,2000.0,2.0,0.0,3000.0,2,1,2,1,6,45000.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1,1,3.0,1.0,5,2,0.0,1.0,0.5,3.0,2,0.0,1,0,2.0,3.0,2.0,0.3333333333333333,1.6666666666666667
84.0,1,6.0,4,3,1,10,7,4,1,2.0,3.0,1,4,1.0,10.0,1.0,5000.0,1.0,0.0,6000.0,3,1,1,1,2,150000.0,2.0,3.0,2.0,8.0,1.0,1.0,2.0,1.0,1,1,2.0,0.5,5,2,0.0,1.0,1.0,6.0,4,1.0,0,1,1.0,3.0,2.0,0.7272727272727273,1.1111111111111112
84.0,1,2.0,4,5,4,4,2,6,1,2.0,3.0,1,2,1.0,10.0,2.0,2000.0,2.0,5000.0,0.0,2,1,1,1,1,50000.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,1,1,4.0,0.0,0,2,0.0,1.0,0.5,2.0,0,0.0,0,0,2.0,3.0,2.0,0.6,1.0
84.0,1,4.0,4,5,1,8,5,4,2,2.0,3.0,1,4,1.0,8.0,2.0,2000.0,1.0,0.0,4500.0,3,1,1,1,1,60000.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,2,1,1.0,4.0,5,2,0.0,1.0,0.5,5.0,3,0.0,3,1,2.0,3.0,1.0,0.3333333333333333,2.0
84.0,1,5.0,4,2,4,10,4,4,1,2.0,3.0,1,3,1.0,4.0,2.0,3000.0,2.0,0.0,6000.0,3,1,1,1,5,60000.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,3,1,2.0,2.0,5,2,0.0,1.0,3.0,8.0,7,0.0,5,1,1.0,3.0,2.0,0.36363636363636365,2.0
84.0,1,5.0,4,4,1,15,3,4,2,2.0,2.0,1,3,1.0,8.0,2.0,2000.0,1.0,0.0,4500.0,3,1,1,1,2,60000.0,4.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,1,1,3.0,1.0,5,1,0.0,1.0,0.5,10.0,8,1.0,6,3,1.0,2.0,2.0,0.1875,3.75
84.0,1,5.0,4,1,1,10,4,3,2,2.0,2.0,1,5,2.0,0.0,2.0,0.0,2.0,0.0,6000.0,2,2,2,1,6,60000.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1,1,2.0,0.5,5,1,0.0,1.0,0.5,10.0,8,2.0,5,2,1.0,3.0,2.0,0.18181818181818182,3.3333333333333335
84.0,1,4.0,4,1,1,7,3,4,2,2.0,2.0,1,3,1.0,8.0,2.0,2000.0,2.0,0.0,3500.0,3,2,2,1,6,60000.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1,1,4.0,0.0,0,1,0.0,1.0,0.5,5.0,5,0.0,4,1,1.0,2.0,2.0,0.25,2.3333333333333335
84.0,2,4.0,4,1,4,5,2,3,2,2.0,2.0,1,5,1.0,8.0,2.0,500.0,2.0,0.0,3000.0,2,2,2,1,3,60000.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2,1,2.0,1.0,5,1,0.0,1.0,0.5,5.0,3,0.0,2,1,1.0,3.0,2.0,0.16666666666666666,2.5
84.0,1,5.0,4,3,1,7,3,4,2,2.0,2.0,1,5,1.0,10.0,1.0,2000.0,1.0,0.0,4500.0,2,1,1,1,2,60000.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,2,1,2.0,2.0,5,1,0.0,1.0,0.5,3.0,3,0.0,2,1,1.0,3.0,2.0,0.375,1.75
84.0,1,6.0,4,1,1,5,6,4,2,2.0,2.0,1,5,1.0,8.0,2.0,2000.0,1.0,0.0,3000.0,2,2,2,1,2,60000.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1,1,4.0,0.0,0,1,0.0,1.0,0.5,3.0,3,0.0,2,2,1.0,3.0,2.0,0.16666666666666666,2.5
84.0,1,5.0,4,1,1,18,3,3,2,2.0,2.0,1,5,1.0,1.0,2.0,2000.0,1.0,0.0,6000.0,2,2,2,1,6,75000.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1,1,2.0,1.0,5,1,0.0,1.0,1.0,12.0,10,2.0,8,3,1.0,2.0,2.0,0.15789473684210525,4.5
84.0,1,5.0,4,3,1,7,2,4,2,2.0,2.0,1,4,1.0,1.0,2.0,1000.0,1.0,0.0,4000.0,3,2,2,1,6,40000.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2,1,2.0,0.5,5,1,0.0,1.0,0.5,4.0,4,1.0,2,1,1.0,2.0,2.0,0.25,2.3333333333333335
84.0,1,5.0,4,1,1,6,2,4,2,2.0,2.0,1,4,1.0,8.0,2.0,1000.0,1.0,0.0,5000.0,3,2,2,1,6,4500.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1,1,2.0,1.0,5,2,0.0,1.0,0.25,5.0,4,0.0,2,1,1.0,3.0,2.0,0.2857142857142857,2.0
84.0,1,2.0,5,4,1,3,1,3,2,2.0,1.0,1,4,1.0,1.0,2.0,1000.0,2.0,0.0,3500.0,3,1,1,1,1,80000.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1,1,2.0,1.0,0,2,0.0,1.0,0.5,4.0,0,1.0,0,1,2.0,2.0,1.0,0.5,1.0
84.0,1,4.0,5,2,1,5,2,3,1,2.0,2.0,1,5,1.0,1.0,2.0,0.0,2.0,0.0,6000.0,2,2,1,1,2,60000.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1,1,2.0,1.0,5,2,0.0,1.0,1.0,3.0,1,1.0,1,1,1.0,4.0,2.0,0.3333333333333333,1.6666666666666667
84.0,1,4.0,5,4,1,6,2,3,1,2.0,2.0,1,4,1.0,2.0,2.0,1000.0,2.0,0.0,6000.0,3,2,1,1,1,130000.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2,1,2.0,1.0,5,2,0.0,1.0,1.0,4.0,1,1.0,0,1,2.0,2.0,1.0,0.5714285714285714,1.2
84.0,1,5.0,5,3,1,9,2,3,1,2.0,2.0,2,3,1.0,2.0,2.0,1000.0,2.0,0.0,6000.0,3,1,1,1,1,75000.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2,1,2.0,1.0,5,1,2.0,1.0,1.0,2.0,0,0.0,0,1,1.0,2.0,1.0,0.2,3.0
84.0,1,3.0,5,1,1,6,2,3,2,2.0,3.0,1,4,1.0,0.0,2.0,500.0,2.0,0.0,4000.0,3,1,1,1,2,60000.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,2,1,1.0,0.5,5,2,0.0,1.0,0.5,1.0,0,0.0,1,2,2.0,3.0,2.0,0.42857142857142855,1.5
84.0,1,3.0,5,3,1,7,2,3,1,2.0,3.0,1,4,1.0,1.0,2.0,500.0,2.0,0.0,10000.0,3,2,1,1,2,150000.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,2,1,2.0,0.5,3,2,0.0,1.0,1.0,3.0,1,0.0,2,2,1.0,3.0,2.0,0.375,1.75
84.0,1,2.0,5,5,4,3,1,6,1,2.0,2.0,1,2,1.0,1.0,2.0,1000.0,2.0,5200.0,0.0,2,1,1,1,2,60000.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1,1,2.0,1.0,5,2,0.0,1.0,1.0,3.0,0,0.0,0,0,2.0,3.0,2.0,0.5,1.0
84.0,1,2.0,5,3,1,11,1,3,2,2.0,2.0,1,5,1.0,0.0,2.0,1000.0,2.0,0.0,4500.0,2,1,1,1,3,90000.0,2.0,3.0,3.0,4.0,1.0,1.0,2.0,1.0,1,1,2.0,1.0,5,2,0.0,1.0,1.0,4.0,0,0.0,0,1,1.0,3.0,2.0,0.3333333333333333,2.2
84.0,1,2.0,5,3,1,3,3,3,1,2.0,3.0,1,5,1.0,1.0,2.0,1000.0,2.0,0.0,5000.0,2,2,1,1,2,40000.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,3,1,2.0,1.0,5,2,2.0,1.0,2.0,1.0,0,0.0,0,1,1.0,3.0,2.0,0.5,1.0
84.0,1,1.0,5,3,1,5,2,3,1,2.0,3.0,1,5,2.0,0.0,2.0,0.0,2.0,0.0,1000.0,2,2,2,1,2,70000.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,1.0,2,1,2.0,1.0,5,2,0.0,1.0,1.0,0.0,0,0.0,2,2,1.0,3.0,2.0,0.6666666666666666,1.0
84.0,1,5.0,5,4,1,18,2,3,2,2.0,3.0,1,4,1.0,2.0,2.0,500.0,2.0,0.0,12000.0,3,2,1,1,1,90000.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1,1,2.0,1.0,5,2,0.0,1.0,1.0,6.0,2,0.0,0,1,1.0,2.0,1.0,0.10526315789473684,6.0
84.0,1,4.0,5,3,1,11,2,3,2,2.0,2.0,1,4,2.0,0.0,2.0,0.0,2.0,0.0,15000.0,3,2,2,1,2,60000.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2,1,2.0,1.0,5,2,0.0,1.0,1.0,1.0,1,0.0,0,2,1.0,2.0,2.0,0.16666666666666666,3.6666666666666665
84.0,1,3.0,5,3,1,6,1,3,2,2.0,2.0,1,5,2.0,0.0,1.0,0.0,2.0,0.0,2000.0,2,2,2,1,2,60000.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1,1,2.0,1.0,5,2,0.0,1.0,1.0,4.0,0,0.0,1,3,1.0,3.0,2.0,0.2857142857142857,2.0
84.0,1,4.0,5,4,1,15,4,3,1,2.0,3.0,1,5,1.0,2.0,1.0,1000.0,2.0,0.0,13000.0,2,1,1,1,1,150000.0,3.0,3.0,2.0,5.0,2.0,1.0,1.0,1.0,2,1,2.0,1.5,5,2,0.0,1.0,1.5,1.0,1,0.0,2,1,1.0,3.0,1.0,0.3125,2.5
84.0,1,2.0,5,5,4,3,4,6,1,2.0,4.0,1,3,1.0,2.0,2.0,1000.0,2.0,5000.0,0.0,3,1,1,1,2,120000.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2,1,3.0,1.0,5,2,0.0,1.0,1.0,3.0,0,0.0,0,0,2.0,3.0,1.0,0.5,1.0
84.0,1,2.0,5,4,1,2,3,4,1,2.0,3.0,1,3,2.0,0.0,2.0,0.0,2.0,0.0,1500.0,3,2,1,1,2,60000.0,3.0,3.0,2.0,5.0,2.0,1.0,2.0,1.0,2,1,4.0,1.0,5,2,0.0,1.0,1.0,0.0,0,0.0,0,0,2.0,3.0,2.0,1.6666666666666667,0.3333333333333333
84.0,1,4.0,5,3,1,12,2,3,2,2.0,1.0,1,5,2.0,0.0,2.0,0.0,2.0,0.0,11000.0,2,2,2,1,2,90000.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,1,1,2.0,1.0,5,2,0.0,1.0,1.0,2.0,1,0.0,0,1,1.0,2.0,2.0,0.3076923076923077,2.4
84.0,1,5.0,5,4,1,10,2,3,2,2.0,2.0,1,5,2.0,0.0,2.0,0.0,2.0,0.0,14000.0,2,2,2,1,3,36000.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2,1,2.0,1.0,5,2,0.0,1.0,1.0,0.0,0,0.0,0,2,1.0,2.0,2.0,0.2727272727272727,2.5
84.0,1,5.0,5,1,1,9,2,3,2,2.0,1.0,1,5,2.0,0.0,2.0,0.0,2.0,0.0,17000.0,2,2,1,1,2,60000.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,2,1,2.0,1.5,5,2,0.0,1.0,2.0,6.0,3,2.0,2,1,2.0,3.0,2.0,0.4,1.8
84.0,1,3.0,5,3,1,9,2,3,1,2.0,2.0,1,4,1.0,1.0,2.0,1000.0,2.0,7000.0,1500.0,3,1,1,1,2,55000.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2,1,1.0,1.0,5,2,0.0,1.0,1.0,3.0,1,0.0,0,1,2.0,2.0,2.0,0.2,3.0
84.0,1,5.0,5,1,1,4,1,1,1,2.0,2.0,2,5,1.0,2.0,2.0,3000.0,1.0,4500.0,3500.0,2,1,1,1,1,36000.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,1,2.0,1.0,4,1,0.0,1.0,1.0,0.0,0,0.0,0,2,1.0,2.0,2.0,0.4,1.3333333333333333
84.0,1,3.0,5,5,1,6,2,4,2,3.0,3.0,1,4,2.0,0.0,1.0,0.0,1.0,0.0,29000.0,3,2,1,1,1,45000.0,1.0,3.0,2.0,4.0,2.0,1.0,2.0,1.0,1,1,2.0,1.2,5,1,6.0,1.0,1.2,0.0,0,0.0,0,0,2.0,3.0,1.0,0.5714285714285714,1.2
84.0,1,5.0,5,1,1,8,1,1,2,1.0,2.0,2,5,1.0,2.0,2.0,5000.0,2.0,0.0,2700.0,2,2,1,1,1,60000.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1,1,2.0,1.0,5,1,0.0,1.0,1.0,5.0,2,2.0,1,2,1.0,3.0,1.0,0.2222222222222222,2.6666666666666665
84.0,1,3.0,5,4,1,7,2,4,2,2.0,3.0,1,3,1.0,5.0,2.0,1000.0,2.0,0.0,4900.0,3,2,1,1,1,90000.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,2,1,2.0,1.0,5,2,2.0,1.0,1.0,5.0,2,1.0,1,0,1.0,3.0,1.0,0.5,1.4
84.0,2,1.0,5,4,1,4,1,4,1,2.0,3.0,1,3,2.0,0.0,2.0,1000.0,2.0,0.0,2100.0,3,2,1,1,1,60000.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1,1,2.0,1.0,5,2,2.0,1.0,1.0,3.0,1,1.0,0,0,1.0,3.0,1.0,0.6,1.0
84.0,1,3.0,5,4,1,10,2,4,2,2.0,3.0,2,3,2.0,0.0,2.0,0.0,2.0,0.0,14000.0,3,2,1,1,1,100000.0,1.0,2.0,2.0,6.0,1.0,1.0,1.0,1.0,1,1,2.0,1.0,5,2,2.0,1.0,1.0,6.0,3,2.0,1,0,1.0,3.0,1.0,0.5454545454545454,1.4285714285714286
84.0,1,2.0,5,5,1,5,5,3,1,3.0,3.0,1,4,2.0,0.0,2.0,0.0,2.0,0.0,1200.0,3,2,1,1,2,100000.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,3,1,2.0,2.0,5,2,2.0,1.0,1.0,2.0,0,0.0,0,0,1.0,3.0,2.0,0.5,1.25
84.0,1,3.0,5,4,1,10,2,1,2,2.0,2.0,2,4,2.0,0.0,2.0,0.0,2.0,0.0,13600.0,3,2,2,1,1,150000.0,2.0,2.0,1.0,6.0,2.0,2.0,2.0,2.0,3,1,2.0,1.0,4,2,0.0,1.0,3.0,6.0,4,2.0,0,1,2.0,2.0,2.0,0.5454545454545454,1.4285714285714286
84.0,1,5.0,5,5,4,3,2,6,1,2.0,3.0,1,2,1.0,2.0,2.0,0.0,2.0,0.0,5000.0,2,1,1,1,2,60000.0,4.0,3.0,1.0,6.0,1.0,1.0,2.0,1.0,1,1,1.0,1.0,5,2,1.0,1.0,2.0,2.0,0,0.0,0,0,1.0,2.0,1.0,1.5,0.42857142857142855
84.0,1,5.0,5,5,4,3,2,6,1,2.0,3.0,1,2,1.0,2.0,2.0,0.0,2.0,0.0,3000.0,2,2,1,1,2,60000.0,4.0,3.0,1.0,6.0,1.0,1.0,2.0,1.0,1,1,1.0,1.0,5,2,1.0,1.0,2.0,2.0,0,0.0,0,2,1.0,3.0,1.0,1.5,0.42857142857142855
84.0,1,4.0,5,4,1,16,3,3,2,2.0,3.0,2,5,1.0,12.0,2.0,2000.0,6.0,0.0,20000.0,2,2,1,1,1,120000.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,2,1,2.0,2.0,5,2,1.2,1.0,1.0,3.0,1,0.0,0,2,2.0,3.0,1.0,0.23529411764705882,3.2
84.0,1,4.0,5,5,1,12,3,3,1,2.0,3.0,2,4,1.0,4.0,2.0,1000.0,2.0,0.0,13000.0,3,1,1,1,1,60000.0,2.0,3.0,2.0,5.0,2.0,1.0,1.0,1.0,3,1,2.0,1.0,5,2,0.0,1.0,2.0,2.0,0,0.0,0,2,2.0,3.0,1.0,0.38461538461538464,2.0
84.0,1,3.0,5,5,1,10,5,3,2,2.0,5.0,1,4,1.0,4.0,2.0,2000.0,2.0,0.0,13700.0,3,1,1,1,2,130000.0,2.0,3.0,2.0,6.0,2.0,1.0,2.0,1.0,1,1,1.0,0.5,5,2,0.0,1.0,1.0,0.0,0,0.0,0,2,2.0,3.0,2.0,0.5454545454545454,1.4285714285714286
84.0,1,6.0,5,4,1,10,3,3,2,2.0,3.0,1,3,1.0,4.0,2.0,1000.0,2.0,0.0,12900.0,3,1,1,1,1,60000.0,2.0,3.0,2.0,6.0,2.0,1.0,1.0,1.0,1,1,2.0,1.2,5,2,0.0,1.0,1.5,0.0,0,0.0,0,2,2.0,3.0,1.0,0.5454545454545454,1.4285714285714286
84.0,1,6.0,5,5,1,17,2,3,1,2.0,3.0,2,4,1.0,4.0,2.0,0.0,2.0,0.0,20000.0,3,2,1,1,3,60000.0,2.0,3.0,2.0,4.0,1.0,2.0,2.0,1.0,1,1,2.0,1.0,0,1,0.0,1.0,1.0,3.0,0,0.0,0,2,1.0,3.0,2.0,0.2222222222222222,3.4
84.0,1,5.0,5,1,1,13,1,1,1,1.0,1.0,1,5,2.0,0.0,2.0,0.0,2.0,0.0,3000.0,2,2,1,1,3,60000.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,2,1,2.0,1.0,4,1,3.0,1.0,1.0,5.0,0,0.0,0,2,1.0,3.0,2.0,0.14285714285714285,4.333333333333333
84.0,1,4.0,5,2,1,15,4,3,2,2.0,2.0,1,4,1.0,3.0,2.0,1000.0,2.0,0.0,6900.0,3,1,1,1,1,120000.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1,1,2.0,1.0,5,2,0.0,1.0,1.5,2.0,2,0.0,0,0,2.0,3.0,2.0,0.1875,3.75
84.0,1,2.0,5,2,1,12,2,3,2,3.0,3.0,1,2,1.0,0.0,2.0,10000.0,2.0,3000.0,5000.0,2,2,1,1,2,50000.0,1.0,2.0,2.0,5.0,2.0,1.0,1.0,1.0,2,1,2.0,3.0,5,2,2.0,1.0,5.0,10.0,3,2.0,8,5,1.0,3.0,2.0,0.38461538461538464,2.0
84.0,1,4.0,5,2,1,20,6,3,2,3.0,3.0,2,4,1.0,3.0,2.0,1000.0,4.0,0.0,9000.0,3,2,1,1,1,150000.0,2.0,3.0,2.0,6.0,2.0,1.0,1.0,1.0,1,1,2.0,1.2,5,2,0.0,1.0,1.2,3.0,0,0.0,0,3,1.0,3.0,1.0,0.2857142857142857,2.857142857142857
84.0,1,4.0,5,1,1,6,3,3,2,3.0,2.0,2,5,1.0,15.0,2.0,1000.0,2.0,0.0,8000.0,2,2,2,1,2,90000.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,3,1,2.0,2.0,3,1,3.2,1.0,1.2,4.0,4,0.0,2,1,1.0,2.0,2.0,0.2857142857142857,2.0
84.0,1,3.0,5,2,1,3,4,3,1,2.0,3.0,2,5,1.0,15.0,2.0,500.0,2.0,0.0,4000.0,2,2,1,1,1,200000.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1,1,2.0,1.2,5,2,0.0,1.0,1.2,2.0,1,0.0,0,2,2.0,3.0,1.0,0.75,0.75
84.0,1,3.0,5,2,1,2,1,3,2,2.0,3.0,2,4,1.0,2.0,2.0,1000.0,2.0,0.0,7500.0,3,2,1,1,2,45000.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1,1,2.0,1.0,5,2,0.0,1.0,1.0,2.0,1,0.0,1,2,1.0,3.0,2.0,0.6666666666666666,0.6666666666666666
84.0,1,4.0,5,5,1,15,5,3,1,2.0,3.0,2,4,1.0,3.0,2.0,0.0,2.0,0.0,7900.0,3,1,1,1,1,140000.0,2.0,3.0,2.0,6.0,2.0,1.0,1.0,1.0,1,1,2.0,1.0,5,2,0.0,1.0,1.0,3.0,0,0.0,1,2,1.0,3.0,1.0,0.375,2.142857142857143
84.0,1,5.0,5,4,1,20,3,3,2,2.0,3.0,1,3,2.0,0.0,2.0,0.0,2.0,0.0,10000.0,3,2,1,1,1,150000.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1,1,2.0,0.5,5,1,0.0,1.0,1.0,3.0,2,0.0,1,5,2.0,3.0,1.0,0.14285714285714285,5.0
84.0,1,2.0,5,5,4,3,2,6,1,1.0,2.0,1,1,1.0,9.0,2.0,0.0,1.0,0.0,700.0,1,2,1,1,1,20000.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2,1,1.0,3.0,5,2,0.0,2.0,4.0,9.0,0,0.0,0,0,1.0,2.0,1.0,0.5,1.0
84.0,1,5.0,5,4,1,10,3,3,1,2.0,3.0,1,4,2.0,0.0,2.0,0.0,2.0,0.0,6000.0,3,2,1,1,1,90000.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1,1,2.0,1.0,5,2,1.0,1.0,1.0,3.0,1,0.0,2,6,2.0,3.0,1.0,0.18181818181818182,3.3333333333333335
84.0,1,4.0,5,3,1,10,4,3,1,2.0,3.0,1,4,1.0,1.0,2.0,1000.0,2.0,0.0,6000.0,3,2,1,1,2,150000.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,2,1,2.0,1.0,5,2,0.0,1.0,1.0,4.0,2,0.0,1,7,1.0,3.0,2.0,0.36363636363636365,2.0
84.0,1,4.0,5,2,1,9,2,3,2,2.0,3.0,1,4,1.0,1.0,2.0,2000.0,2.0,0.0,4900.0,3,2,2,1,1,120000.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,1,1,2.0,1.0,5,2,1.0,1.0,1.0,3.0,1,0.0,0,2,2.0,3.0,1.0,0.4,1.8
84.0,1,4.0,5,4,1,8,4,3,1,1.0,2.0,1,4,1.0,1.0,2.0,1000.0,2.0,0.0,9900.0,3,1,1,1,1,150000.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1,1,2.0,1.0,5,2,0.5,1.0,1.0,3.0,1,1.0,1,2,1.0,2.0,1.0,0.3333333333333333,2.0
84.0,1,4.0,5,5,1,7,4,3,1,2.0,2.0,2,4,1.0,2.0,2.0,2000.0,2.0,0.0,8950.0,3,2,2,1,1,40000.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2,1,2.0,2.0,5,2,0.0,1.0,2.0,2.0,0,0.0,0,2,1.0,3.0,1.0,0.375,1.75
84.0,1,4.0,5,2,1,8,1,3,2,3.0,3.0,1,4,2.0,0.0,2.0,0.0,2.0,0.0,10000.0,3,2,1,1,3,30000.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1,1,2.0,1.0,5,2,0.0,1.0,1.0,0.0,0,0.0,0,2,1.0,3.0,2.0,0.2222222222222222,2.6666666666666665
84.0,1,5.0,5,2,1,9,2,3,2,3.0,2.0,2,4,1.0,10.0,2.0,0.0,2.0,0.0,11000.0,3,2,2,1,1,60000.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,2,1,2.0,1.2,5,2,2.0,1.0,1.2,5.0,2,0.0,2,2,1.0,3.0,1.0,0.4,1.8
